CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,BORO_CD
"995433777","01/01/2016","06:20:00","01/01/2016","06:33:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","49","INSIDE","RESIDENCE - APT. HOUSE","","","1020569","249010","40.850083485","-73.868723111","(40.850083485, -73.868723111)",227
"673887190","01/01/2016","06:20:00","01/01/2016","07:13:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","72","","STREET","","","984128","179058","40.658157754","-74.000441155","(40.658157754, -74.000441155)",307
"809517684","01/01/2016","06:20:00","","","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","113","INSIDE","RESIDENCE-HOUSE","","","1043056","190628","40.689719454","-73.787952878","(40.689719454, -73.787952878)",412
"634333755","01/01/2016","06:20:00","01/01/2016","08:30:00","01/01/2016","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","110","INSIDE","PARKING LOT/GARAGE (PRIVATE)","","","1015948","210428","40.744204266","-73.885608229","(40.744204266, -73.885608229)",404
"764327456","01/01/2016","06:20:00","","","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","75","FRONT OF","RESIDENCE-HOUSE","","","1012924","181050","40.66357893","-73.896646458","(40.66357893, -73.896646458)",305
"824913615","01/01/2016","06:15:00","01/01/2016","06:20:00","01/01/2016","109","GRAND LARCENY","404","LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)","COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND","121","","STREET","","","937595","172792","40.640836055","-74.168111409","(40.640836055, -74.168111409)",501
"931563220","01/01/2016","06:15:00","01/01/2016","16:20:00","01/01/2016","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","QUEENS","102","FRONT OF","RESIDENCE - APT. HOUSE","","","1028770","189638","40.687085525","-73.839473177","(40.687085525, -73.839473177)",409
"849045490","01/01/2016","06:14:00","01/01/2016","06:35:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","113","INSIDE","RESIDENCE-HOUSE","","","1051914","193041","40.69627927","-73.755987731","(40.69627927, -73.755987731)",412
"707610511","01/01/2016","06:12:00","","","01/01/2016","107","BURGLARY","223","BURGLARY,RESIDENCE,NIGHT","ATTEMPTED","FELONY","N.Y. POLICE DEPT","BRONX","52","REAR OF","RESIDENCE - APT. HOUSE","","","1015588","256445","40.870509393","-73.886692607","(40.870509393, -73.886692607)",207
"394437682","01/01/2016","06:10:00","01/01/2016","06:15:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","75","INSIDE","RESIDENCE-HOUSE","","","1013801","183496","40.670289768","-73.893474607","(40.670289768, -73.893474607)",305
"241571338","01/01/2016","06:10:00","01/01/2016","06:10:00","01/01/2016","105","ROBBERY","386","ROBBERY,PERSONAL ELECTRONIC DEVICE","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","107","FRONT OF","STREET","","","1041442","200938","40.718028484","-73.793685219","(40.718028484, -73.793685219)",408
"765582055","01/01/2016","06:10:00","01/01/2016","06:22:00","01/01/2016","121","CRIMINAL MISCHIEF & RELATED OF","269","MISCHIEF,CRIMINAL,    UNCL 2ND","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN","75","INSIDE","RESIDENCE - PUBLIC HOUSING","","BOULEVARD","1016586","179940","40.66051961","-73.883452174","(40.66051961, -73.883452174)",305
"248057668","01/01/2016","06:00:00","01/01/2016","06:10:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX","42","INSIDE","RESIDENCE - APT. HOUSE","","","1010390","241131","40.828493932","-73.90554671","(40.828493932, -73.90554671)",203
"335284627","01/01/2016","06:00:00","01/01/2016","06:42:00","01/01/2016","235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","62","FRONT OF","STREET","","","989354","159815","40.605338313","-73.981620205","(40.605338313, -73.981620205)",311
"486184079","01/01/2016","06:00:00","01/01/2016","07:00:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","103","INSIDE","RESIDENCE - APT. HOUSE","","","1043475","196935","40.707027856","-73.786386554","(40.707027856, -73.786386554)",412
"779050216","01/01/2016","06:00:00","01/01/2016","06:30:00","01/01/2016","355","OFFENSES AGAINST THE PERSON","181","IMPRISONMENT 2,UNLAWFUL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","67","INSIDE","RESIDENCE - APT. HOUSE","","","1006708","178862","40.657591301","-73.919059205","(40.657591301, -73.919059205)",317
"636901822","01/01/2016","06:00:00","01/01/2016","14:27:00","01/01/2016","126","MISCELLANEOUS PENAL LAW","198","CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","72","INSIDE","RESIDENCE - APT. HOUSE","","","978275","172923","40.641316492","-74.021531046","(40.641316492, -74.021531046)",307
"751131817","01/01/2016","06:00:00","01/01/2016","06:10:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","120","INSIDE","RESIDENCE - APT. HOUSE","","","950891","171237","40.636627976","-74.120194884","(40.636627976, -74.120194884)",501
"155401597","01/01/2016","06:00:00","01/01/2016","06:40:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","77","INSIDE","RESIDENCE - APT. HOUSE","","","1004580","183838","40.671254457","-73.926713851","(40.671254457, -73.926713851)",308
"756013651","01/01/2016","06:00:00","01/01/2016","16:30:00","01/01/2016","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","42","","STREET","","","1011947","243362","40.834612637","-73.899911412","(40.834612637, -73.899911412)",203
"569204101","01/01/2016","06:00:00","01/01/2016","06:05:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","110","FRONT OF","STREET","","","1025565","209259","40.740955957","-73.85090919","(40.740955957, -73.85090919)",404
"864965671","01/01/2016","06:00:00","01/01/2016","06:15:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","113","MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","67","","STREET","","","998608","171942","40.638614237","-73.948267625","(40.638614237, -73.948267625)",317
"821002562","01/01/2016","05:55:00","01/01/2016","06:15:00","01/01/2016","235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","120","","STREET","","","963006","169158","40.630958906","-74.076537672","(40.630958906, -74.076537672)",501
"152882876","01/01/2016","05:50:00","01/01/2016","06:00:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","25","","STREET","","","1002892","232227","40.804073957","-73.932664835","(40.804073957, -73.932664835)",111
"665823225","01/01/2016","05:50:00","","","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","BRONX","42","INSIDE","RESIDENCE - PUBLIC HOUSING","","BUTLER","1009758","243681","40.835494793","-73.907820691","(40.835494793, -73.907820691)",204
"535023075","01/01/2016","05:50:00","","","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","BRONX","42","INSIDE","RESIDENCE - PUBLIC HOUSING","","BUTLER","1009758","243681","40.835494793","-73.907820691","(40.835494793, -73.907820691)",204
"245346410","01/01/2016","05:50:00","","","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","BRONX","42","INSIDE","RESIDENCE - PUBLIC HOUSING","","BUTLER","1009758","243681","40.835494793","-73.907820691","(40.835494793, -73.907820691)",204
"352072936","01/01/2016","05:45:00","01/01/2016","05:47:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","34","FRONT OF","GROCERY/BODEGA","","","1004980","253368","40.86209525","-73.925057462","(40.86209525, -73.925057462)",112
"283617220","01/01/2016","05:45:00","01/01/2016","05:47:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","34","FRONT OF","GROCERY/BODEGA","","","1004980","253368","40.86209525","-73.925057462","(40.86209525, -73.925057462)",112
"297304142","01/01/2016","05:45:00","01/01/2016","05:50:00","01/01/2016","105","ROBBERY","397","ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","107","","STREET","","","1039402","197945","40.709826386","-73.801068874","(40.709826386, -73.801068874)",408
"194074438","01/01/2016","05:45:00","","","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","114","INSIDE","BAR/NIGHT CLUB","","","1003963","214344","40.754987532","-73.928848752","(40.754987532, -73.928848752)",401
"865258343","01/01/2016","05:40:00","","","01/01/2016","348","VEHICLE AND TRAFFIC LAWS","916","LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","67","","STREET","","","998947","177674","40.654346783","-73.947033675","(40.654346783, -73.947033675)",317
"717920806","01/01/2016","05:40:00","01/01/2016","06:20:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","83","INSIDE","RESIDENCE-HOUSE","","","1007657","194633","40.700876653","-73.915584084","(40.700876653, -73.915584084)",304
"415955850","01/01/2016","05:36:00","01/01/2016","12:45:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","26","FRONT OF","RESIDENCE - APT. HOUSE","","","994451","232177","40.803950497","-73.963154574","(40.803950497, -73.963154574)",109
"603356657","01/01/2016","05:35:00","01/01/2016","05:40:00","01/01/2016","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","QUEENS","105","","STREET","","","1057738","204079","40.726529377","-73.734864538","(40.726529377, -73.734864538)",413
"338812552","01/01/2016","05:30:00","01/01/2016","05:45:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","72","","STREET","","","982771","173541","40.643014662","-74.005330831","(40.643014662, -74.005330831)",307
"640948156","01/01/2016","05:30:00","01/01/2016","05:35:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","121","INSIDE","RESIDENCE - APT. HOUSE","","","936722","172119","40.638984176","-74.171252305","(40.638984176, -74.171252305)",501
"744826622","01/01/2016","05:30:00","01/01/2016","06:08:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","81","","STREET","","","1004646","191400","40.692010273","-73.926453042","(40.692010273, -73.926453042)",304
"400966930","01/01/2016","05:30:00","01/01/2016","05:40:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN","25","INSIDE","RESIDENCE - PUBLIC HOUSING","","","1002778","230450","40.799196819","-73.933081517","(40.799196819, -73.933081517)",111
"562393318","01/01/2016","05:30:00","01/01/2016","15:00:00","01/01/2016","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","19","INSIDE","RESIDENCE - APT. HOUSE","","","996122","221975","40.77594666","-73.957136812","(40.77594666, -73.957136812)",108
"722442637","01/01/2016","05:30:00","","","01/01/2016","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BRONX","43","INSIDE","RESIDENCE-HOUSE","","","1023442","241502","40.829463949","-73.85838228","(40.829463949, -73.85838228)",209
"294381784","01/01/2016","05:30:00","01/01/2016","05:50:00","01/01/2016","118","DANGEROUS WEAPONS","792","WEAPONS POSSESSION 1 & 2","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","62","INSIDE","STREET","","","989354","159815","40.605338313","-73.981620205","(40.605338313, -73.981620205)",311
"681140806","01/01/2016","05:30:00","01/01/2016","18:00:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","90","","STREET","","","999800","198552","40.711650677","-73.9439113","(40.711650677, -73.9439113)",301
"425336846","01/01/2016","05:30:00","01/01/2016","05:40:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN","18","FRONT OF","STREET","","","991590","214320","40.754940585","-73.973508252","(40.754940585, -73.973508252)",105
"960018980","01/01/2016","05:25:00","","","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","BROOKLYN","73","INSIDE","RESIDENCE - PUBLIC HOUSING","","LOW HOUSES","1010535","183093","40.669193922","-73.905249599","(40.669193922, -73.905249599)",316
"453444622","01/01/2016","05:25:00","01/01/2016","05:30:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","10","INSIDE","RESIDENCE - APT. HOUSE","","","984392","212164","40.749025954","-73.999488956","(40.749025954, -73.999488956)",104
"808099087","01/01/2016","05:25:00","01/01/2016","05:40:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","62","FRONT OF","STREET","","","988279","159988","40.605813717","-73.985491541","(40.605813717, -73.985491541)",311
"472666589","01/01/2016","05:20:00","01/01/2016","05:30:00","01/01/2016","361","OFF. AGNST PUB ORD SENSBLTY &","652","RIOT 2/INCITING","ATTEMPTED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","34","INSIDE","BAR/NIGHT CLUB","","","1002967","251614","40.857285546","-73.932339841","(40.857285546, -73.932339841)",112
"860004928","01/01/2016","05:20:00","01/01/2016","05:47:00","01/01/2016","105","ROBBERY","397","ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN","18","FRONT OF","STREET","","","988696","216220","40.760157529","-73.983952679","(40.760157529, -73.983952679)",105
"690738244","01/01/2016","05:20:00","01/01/2016","05:30:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN","73","INSIDE","RESIDENCE - PUBLIC HOUSING","","LOW HOUSES","1010535","183093","40.669193922","-73.905249599","(40.669193922, -73.905249599)",316
"583403980","01/01/2016","05:20:00","01/01/2016","05:30:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","113","INSIDE","RESIDENCE-HOUSE","","","1048475","188510","40.683868384","-73.768432781","(40.683868384, -73.768432781)",412
"688674346","01/01/2016","05:20:00","01/07/2016","05:30:00","01/01/2016","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","67","INSIDE","BAR/NIGHT CLUB","","","1002256","171384","40.637075982","-73.935124881","(40.637075982, -73.935124881)",317
"223135328","01/01/2016","05:19:00","","","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","46","INSIDE","RESIDENCE - APT. HOUSE","","","1007684","248284","40.848134427","-73.915299621","(40.848134427, -73.915299621)",205
"404886604","01/01/2016","05:16:00","01/01/2016","05:21:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","62","FRONT OF","STREET","","","989354","159815","40.605338313","-73.981620205","(40.605338313, -73.981620205)",311
"282173179","01/01/2016","05:15:00","","","01/01/2016","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","9","INSIDE","BAR/NIGHT CLUB","","","988875","203909","40.726366811","-73.983315004","(40.726366811, -73.983315004)",103
"393725408","01/01/2016","05:15:00","01/01/2016","05:20:00","01/01/2016","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN","24","INSIDE","RESIDENCE - APT. HOUSE","","","994585","230113","40.798285226","-73.962673731","(40.798285226, -73.962673731)",107
"210553126","01/01/2016","05:15:00","01/01/2016","05:20:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","62","INSIDE","RESIDENCE - APT. HOUSE","","","989399","158601","40.602006104","-73.98145907","(40.602006104, -73.98145907)",311
"325633200","01/01/2016","05:15:00","01/01/2016","05:22:00","01/01/2016","343","OTHER OFFENSES RELATED TO THEF","478","THEFT OF SERVICES, UNCLASSIFIE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","5","","STREET","","","986300","203099","40.724144528","-73.99260554","(40.724144528, -73.99260554)",102
"327732633","01/01/2016","05:15:00","01/01/2016","05:18:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","75","INSIDE","GROCERY/BODEGA","","","1017442","184924","40.674196403","-73.880342342","(40.674196403, -73.880342342)",305
"983056642","01/01/2016","05:10:00","01/01/2016","05:20:00","01/01/2016","359","OFFENSES AGAINST PUBLIC ADMINI","759","PUBLIC ADMINISTATION,UNCLASS M","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","33","INSIDE","OTHER","","","1001889","245601","40.840783858","-73.936252607","(40.840783858, -73.936252607)",112
"627769334","01/01/2016","05:10:00","01/01/2016","05:20:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","113","MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","72","FRONT OF","STREET","","","982114","175224","40.647634001","-74.00769878","(40.647634001, -74.00769878)",307
"433391958","01/01/2016","05:10:00","","","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","108","INSIDE","RESIDENCE-HOUSE","","","1006668","207562","40.736366202","-73.919107853","(40.736366202, -73.919107853)",402
"562790753","01/01/2016","05:10:00","","","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","113","MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","108","INSIDE","RESIDENCE-HOUSE","","","1006668","207562","40.736366202","-73.919107853","(40.736366202, -73.919107853)",402
"982756979","01/01/2016","05:10:00","","","01/01/2016","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","STATEN ISLAND","120","INSIDE","GROCERY/BODEGA","","","948263","167546","40.626486682","-74.129643949","(40.626486682, -74.129643949)",501
"688295030","01/01/2016","05:04:00","01/01/2016","09:20:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","19","","STREET","","","997323","218520","40.766461891","-73.952807242","(40.766461891, -73.952807242)",108
"626497061","01/01/2016","05:00:00","01/01/2016","05:11:00","01/01/2016","118","DANGEROUS WEAPONS","793","WEAPONS POSSESSION 3","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","73","","STREET","","","1007927","185774","40.676560022","-73.914641462","(40.676560022, -73.914641462)",316
"468183376","01/01/2016","05:00:00","01/01/2016","05:00:00","01/01/2016","118","DANGEROUS WEAPONS","792","WEAPONS POSSESSION 1 & 2","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","77","OPPOSITE OF","STREET","","","999203","184220","40.672313676","-73.946096539","(40.672313676, -73.946096539)",308
"980557296","01/01/2016","05:00:00","01/01/2016","05:05:00","01/01/2016","105","ROBBERY","397","ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX","48","","STREET","","","1016779","247149","40.844990368","-73.882431423","(40.844990368, -73.882431423)",206
"583073879","01/01/2016","05:00:00","01/01/2016","05:00:00","01/01/2016","118","DANGEROUS WEAPONS","792","WEAPONS POSSESSION 1 & 2","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","77","OPPOSITE OF","STREET","","","999203","184220","40.672313676","-73.946096539","(40.672313676, -73.946096539)",308
"694157827","01/01/2016","05:00:00","01/01/2016","05:15:00","01/01/2016","104","RAPE","159","RAPE 1,ATTEMPT","ATTEMPTED","FELONY","N.Y. POLICE DEPT","BROOKLYN","90","","STREET","","","","","","","","none"
"219932884","01/01/2016","05:00:00","01/01/2016","05:15:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN","34","","STREET","","","1004000","253559","40.862621735","-73.928599836","(40.862621735, -73.928599836)",112
"713972102","01/01/2016","05:00:00","01/01/2016","05:25:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","106","FRONT OF","STREET","","","1036070","185404","40.675424452","-73.813183789","(40.675424452, -73.813183789)",410
"949195821","01/01/2016","05:00:00","01/01/2016","05:04:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","47","FRONT OF","STREET","","","1021020","258519","40.876180925","-73.867040763","(40.876180925, -73.867040763)",212
"444606876","01/01/2016","05:00:00","01/01/2016","06:00:00","01/01/2016","105","ROBBERY","386","ROBBERY,PERSONAL ELECTRONIC DEVICE","ATTEMPTED","FELONY","N.Y. POLICE DEPT","QUEENS","103","","STREET","","","1041274","198082","40.71019055","-73.794315457","(40.71019055, -73.794315457)",408
"640819717","01/01/2016","05:00:00","01/01/2016","05:02:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","113","FRONT OF","STREET","","","1044900","182839","40.668328031","-73.781373723","(40.668328031, -73.781373723)",412
"573325600","01/01/2016","05:00:00","01/01/2016","06:00:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","42","","STREET","","","1010677","241911","40.830633954","-73.904506587","(40.830633954, -73.904506587)",203
"477291781","01/01/2016","05:00:00","","","01/01/2016","121","CRIMINAL MISCHIEF & RELATED OF","267","MISCHIEF, CRIMINAL 3 & 2, OF M","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","105","FRONT OF","RESIDENCE - APT. HOUSE","","","1055321","195040","40.701739331","-73.743680192","(40.701739331, -73.743680192)",413
"839596986","01/01/2016","05:00:00","01/01/2016","06:00:00","01/01/2016","105","ROBBERY","388","ROBBERY,RESIDENTIAL COMMON AREA","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX","46","INSIDE","RESIDENCE - APT. HOUSE","","","1011285","251361","40.856569584","-73.902271463","(40.856569584, -73.902271463)",205
"428054252","01/01/2016","05:00:00","01/01/2016","06:00:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","68","","BAR/NIGHT CLUB","","","982605","168308","40.628651159","-74.005927714","(40.628651159, -74.005927714)",310
"536661363","01/01/2016","05:00:00","","","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","112","","STREET","","","1024568","202983","40.723734499","-73.854544635","(40.723734499, -73.854544635)",406
"118184256","01/01/2016","05:00:00","01/01/2016","06:00:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","42","","STREET","","","1010677","241911","40.830633954","-73.904506587","(40.830633954, -73.904506587)",203
